Timestamp,Value,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
2026-03-04 17:05:28,3,0.9863119721412659
2026-03-04 17:05:29,3,0.9863348603248596
2026-03-04 17:05:29,2,0.9863272309303284
2026-03-04 17:05:29,2,0.9863272309303284
2026-03-04 17:05:30,1,0.986300528049469
2026-03-04 17:05:30,1,0.9862827062606812
2026-03-04 17:05:31,0,0.9863817691802979
2026-03-04 17:05:31,0,0.9863576889038086
2026-03-04 17:06:33,3,0.9862445592880249
2026-03-04 17:06:33,3,0.9862662553787231
2026-03-04 17:06:34,2,0.9862509965896606
2026-03-04 17:06:34,2,0.9862357378005981
2026-03-04 17:06:35,1,0.9861482381820679
2026-03-04 17:06:35,1,0.9861596822738647
2026-03-04 17:06:39,0,0.98627769947052
2026-03-04 17:06:39,0,0.9862142205238342
2026-03-04 17:11:59,3,0.9863081574440002
2026-03-04 17:11:59,3,0.986300528049469
2026-03-04 17:12:00,2,0.9862750768661499
2026-03-04 17:12:00,2,0.986294150352478
2026-03-04 17:12:02,1,0.9863157868385315
2026-03-04 17:12:03,1,0.9863424301147461
2026-03-04 17:12:04,0,0.9863665103912354
2026-03-04 17:12:05,0,0.9864084720611572
